14,39
13,23
47,24
0,4
25,29
39,29
21,14
3,48
24,5
6,44
0,7
33,16
26,39
39,43
27,1
24,46
18,48
14,6
49,28
23,36
37,49
22,16
20,3
46,26
11,23
10,48
49,7
45,37
9,37
35,40
24,2
49,9
17,46
26,7
47,48
28,1
11,32
29,39
35,1
49,18
8,35
49,42
10,35
16,6
43,9
41,39
48,3
19,10
46,29
29,44
37,32
22,43
18,16
0,12
42,18
46,5
9,13
9,21
47,23
33,25
48,23
22,33
1,16
29,20
17,16
15,31
12,7
13,36
14,14
23,9
43,1
12,44
17,25
31,26
18,36
13,16
27,36
32,33
33,34
47,32
16,14
21,2
5,7
15,34
29,4
12,49
4,30
12,31
17,41
37,4
3,41
46,6
38,8
31,41
12,3
39,18
12,9
33,42
41,22
18,40
21,25
49,44
49,28
12,36
18,48
8,14
41,25
44,29
24,36
49,22
44,12
16,33
30,10
1,32
5,48
25,30
29,44
38,13
15,28
6,46
8,29
28,11
23,35
12,29
7,2
32,2
16,49
38,46
37,8
12,7
24,6
46,47
7,32
22,2
28,11
2,22
19,5
48,27
7,25
18,34
44,22
28,18
49,12
34,26
37,4
30,26
8,24
7,1
11,49
15,19
31,49
20,14
5,38
48,30
44,19
39,42
49,26
10,39
8,37
30,40
31,39
48,3
5,29
23,38
43,45
36,38
32,15
3,47
31,47
21,32
10,36
11,13
19,29
38,44
35,39
46,16
40,42
48,7
17,1
30,13
20,27
22,3
12,4
46,10
31,37
23,21
4,21
44,36
33,33
0,11
30,12
48,21
38,43
33,15
35,41
33,37
47,32
39,4
47,14
31,16
22,42
23,43
14,3
1,41
7,30
11,27
12,46
17,42
2,40
9,33
23,5
12,23
5,12
13,14
36,45
22,19
28,25
29,11
38,49
38,42
12,23
20,1
27,3
32,44
17,43
41,29
33,42
47,6
0,41
20,38
3,6
34,42
27,47
14,11
18,41
4,29
6,9
31,46
25,7
12,23
3,11
13,32
13,1
1,20
28,23
44,19
49,36
3,27
3,48
19,35
44,13
9,26
28,21
48,18
4,45
19,40
48,19
7,31
43,0
12,40
0,22
39,15
30,38
24,37
8,32
1,19
9,49
1,19
5,34
10,25
6,35
31,2
3,30
38,5
25,5
9,30
25,45
13,37
30,24
2,23
46,26
9,39
38,46
4,34
21,39
13,39
36,49
19,14
45,25
10,48
40,24
26,13
18,47
15,40
17,25
10,11
7,43
16,32
20,37
25,35
47,20
25,30
36,4
43,43
45,8
24,18
12,12
44,49
7,41
41,42
43,10
20,39
29,15
10,18
11,26
13,35
38,2
24,4
26,18
3,40
7,10
8,45
41,35
29,23
11,27
2,41
20,20
31,17
7,29
5,40
40,40
43,18
35,6
48,13
3,19
14,29
12,13
5,49
44,9
45,49
26,27
1,6
48,15
28,45
23,34
10,15
38,40
0,21
39,18
2,14
9,25
32,6
31,38
21,23
10,33
27,37
25,37
26,19
17,33
37,43
38,7
8,1
20,44
37,32
39,22
33,8
6,34
47,1
41,37
42,30
19,2
10,19
25,40
4,43
8,7
1,48
46,31
6,17
36,13
36,48
7,44
14,23
15,26
41,5
16,9
10,10
18,20
32,38
6,32
18,40
19,3
22,13
38,36
40,39
32,2
39,1
5,10
43,26
18,26
6,7
22,18
8,48
19,32
36,6
2,10
34,8
46,15
2,35
31,5
42,47
21,20
34,35
3,13
4,36
23,34
24,40
26,30
15,9
49,18
44,16
3,21
45,30
28,20
10,28
7,38
26,40
24,6
12,10
12,45
38,3
40,13
8,48
16,10
17,34
20,46
43,20
15,29
25,37
5,4
9,20
23,29
33,12
16,13
30,6
27,46
30,2
21,40
13,9
41,32
34,43
8,42
29,20
34,36
44,24
41,41
36,10
18,13
35,43
34,9
37,47
31,4
6,38
10,24
49,23
3,4
8,12
47,19
15,20
39,22
48,46
4,43
7,35
47,14
7,48
8,37
16,36
21,31
43,11
11,30
14,8
20,46
6,49
31,20
5,45
36,49
3,7
13,13
27,2
20,15
10,41
41,41
38,49
32,39
43,47
11,22
39,20
46,48
30,44
34,22
27,15
26,18
44,26
46,24
13,32
8,35
32,14
9,1
23,49
34,37
20,39
21,10
39,21
7,18
46,25
40,9
28,37
27,49
47,11
11,44
36,12
3,21
2,23
25,34
23,0
40,41
43,4
28,20
36,19
47,16
22,26
32,45
33,8
12,18
5,39
27,37
13,22
4,49
1,40
9,2
5,9
23,38
0,44
8,20
37,18
39,32
28,24
1,22
18,30
11,6
19,11
22,20
26,6
0,47
2,19
28,39
10,20
47,20
21,35
7,7
28,30
6,33
49,30
14,14
42,38
23,17
5,9
41,35
43,23
31,15
13,19
39,38
17,21
13,30
13,9
22,11
29,1
4,27
13,49
37,44
46,44
41,46
10,21
13,30
3,3
47,25
28,46
7,49
18,19
15,17
5,16
12,11
14,45
25,36
30,2
36,15
9,32
37,25
39,24
41,7
21,8
42,16
8,3
24,38
7,21
8,5
14,38
7,10
40,47
49,25
39,2
26,2
18,32
19,17
48,36
38,32
46,24
41,18
1,4
47,16
38,33
40,27
13,19
35,27
41,25
21,5
27,7
43,10
9,43
37,36
49,24
45,0
34,46
4,26
48,1
44,22
38,21
45,18
18,5
13,46
33,4
35,42
48,23
19,39
5,26
12,14
26,30
44,25
41,36
45,43
33,22
12,24
30,28
2,22
38,3
48,32
32,4
29,27
21,26
28,13
29,2
22,48
13,3
45,34
16,47
7,35
4,23
41,30
29,11
2,10
31,44
3,12
37,39
49,15
21,42
40,28
25,26
3,44
36,1
31,22
17,45
2,42
7,1
9,10
42,39
29,16
30,14
19,7
22,30
15,17
1,46
39,4
42,7
13,35
21,0
15,28
33,11
19,15
31,21
25,36
34,48
7,26
29,47
9,43
39,29
11,17
11,18
0,2
30,4
4,2
4,17
10,15
24,43
36,49
12,8
44,30
4,17
3,40
30,27
11,9
40,8
29,39
43,12
36,5
47,24
12,16
14,46
15,17
17,24
49,43
8,43
36,23
27,1
47,38
1,9
45,35
6,8
30,34
26,41
0,12
35,42
9,36
17,8
8,49
19,4
15,12
25,29
28,33
4,27
16,11
2,45
48,36
41,1
15,28
44,18
2,44
48,27
11,25
14,9
5,24
44,46
0,20
17,20
47,0
31,3
24,11
20,25
8,10
26,16
11,29
10,19
40,9
4,32
8,22
13,15
29,42
47,28
3,16
41,5
37,33
22,40
31,1
16,38
18,5
41,22
17,6
5,1
45,34
37,49
47,33
6,39
47,29
25,15
28,42
28,15
26,24
5,37
12,28
35,31
40,43
38,36
16,16
29,33
30,7
28,20
37,31
10,35
10,3
26,38
26,49
12,32
18,22
16,29
37,7
29,45
31,15
46,28
43,7
14,42
13,34
28,22
10,17
23,14
16,39
29,37
1,21
30,19
39,19
24,41
17,9
47,4
34,29
14,49
21,28
0,23
44,5
13,0
43,0
39,13
29,6
27,21
23,24
24,7
49,0
2,16
8,25
23,18
29,24
39,18
13,46
27,7
47,26
38,25
3,30
27,34
10,11
26,32
7,2
15,46
15,0
16,45
33,29
47,4
45,2
42,22
22,38
28,42
28,10
11,9
39,3
26,41
14,7
9,30
5,1
32,21
46,36
35,15
12,16
31,12
42,13
12,27
24,35
3,42
39,32
24,31
0,22
44,19
0,18
10,33
9,38
9,26
45,37
38,20
3,41
47,20
44,9
10,6
44,33
35,42
11,1
1,28
8,22
28,2
49,17
0,24
15,4
43,5
18,46
47,30
15,29
24,37
46,10
44,23
8,12
37,21
43,35
8,48
0,11
42,2
48,24
38,24
5,7
10,3
47,31
14,25
22,44
11,19
26,28
39,33
49,27
45,30
9,8
24,18
19,16
12,14
34,18
33,16
35,45
49,27
29,8
26,46
45,21
45,0
22,10
40,48
33,1
39,40
27,1
21,17
39,1
22,23
6,2
14,44
39,33
11,28
21,31
17,0
48,7
41,34
21,38
13,8
43,38
15,2
36,24
15,23
28,41
40,28
40,41
24,17
43,42
10,34
4,35
49,31
43,24
37,0
13,45
13,20
21,42
24,12
40,46
23,8
46,6
41,28
28,3
15,26
0,6
45,7
5,6
0,9
9,34
6,17
0,40
15,6
34,5
22,47
10,33
35,12
38,20
2,20
19,26
11,30
22,38
35,1
36,45
17,23
25,22
30,26
30,2
11,21
44,3
36,11
8,9
48,13
0,17
4,12
29,29
31,45
39,6
8,45
38,15
32,42
12,40
30,29
32,28
10,19
42,8
39,40
10,22
8,24
6,18
49,41
11,2
29,1
15,26
16,24
46,31
36,34
41,14
22,47
15,49
8,48
44,8
37,22
3,22
26,43
41,22
40,14
40,1
42,11
23,17
46,39
11,27
26,4
49,16
20,36
41,9
23,46
3,42
24,34
37,8
46,17
4,4
22,6
3,3
1,6
38,14
11,15
37,29
49,38
26,40
12,15
43,0
31,5
31,0
40,31
44,29
26,22
22,29
38,16
16,31
6,19
40,2
38,29
31,40
26,13
4,3
49,9
18,20
28,45
31,32
0,9
18,6
38,6
23,29
41,45
35,35
15,3
31,49
29,49
8,43
22,19
17,47
35,4
31,35
44,1
46,18
36,23
7,8
29,35
25,37
29,31
46,41
38,39
12,20
28,37
24,6
40,45
15,12
44,12
26,6
27,24
20,6
40,17
17,49
34,17
33,43
33,46
8,4
8,25
24,36
6,9
5,12
23,20
3,13
39,6
1,26
33,43
17,10
34,26
32,40
19,21
9,2
21,7
10,35
45,15
0,3
6,16
48,44
18,29
28,42
12,4
5,31
34,38
9,17
44,25
41,9
21,25
40,14
16,49
44,30
1,25
36,6
47,29
33,32
7,31
39,16
26,30
31,2
36,30
19,12
39,8
32,29
10,16
28,10
26,14
35,18
6,6
13,15
46,44
45,17
42,44
6,2
29,29
36,5
9,32
34,11
30,13
47,15
11,5
43,2
34,45
40,20
31,21
40,43
0,43
13,24
0,41
49,0
27,45
16,21
29,5
27,11
36,22
0,24
34,5
31,47
1,48
3,16
10,39
12,34
32,21
